ID,title,URL,text
33354199,Generally Intelligent (YC S17) Is Hiring Senior Software Engineers,,"Generally Intelligent is an AI research company working directly on building human-level general machine intelligence that can learn naturally in the way humans do. Our mission is to understand the fundamentals of learning and build safe, humane machine intelligence. Here are our open roles:<p>Machine Learning Engineer (Remote, Contract or Full-time): <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;9411e2ec-502a-403f-a39a-0d44c676b6af?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;9411e2ec-502a-403...</a><p>Research Scientist (SF, Full-time): <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;6c25a25c-35ec-4d7b-8d7e-40e9c4c85fba?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;6c25a25c-35ec-4d7...</a><p>Machine Learning Research Engineer (SF, Full-time): <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;c2f4a435-1eef-489a-9972-fba95e4a0296?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;c2f4a435-1eef-489...</a><p>Systems Engineer (Remote or SF, Full-time): <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;7afede07-8f22-4c49-b247-19e1a0ca6953?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;7afede07-8f22-4c4...</a><p>Simulation Engineer (Remote or SF, Full-time): <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;4658ffcb-f3ed-4906-8b0b-0f2517efd57e?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;4658ffcb-f3ed-490...</a><p>AI Policy &amp; Safety Researcher (SF, Full-time):
<a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;5b2741ab-7534-42c8-992e-487b35590adc?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;5b2741ab-7534-42c...</a><p>Engineering Manager (SF, Full-time):
<a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;75fac008-22e5-49ab-9f4e-a4c459b52b41?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;75fac008-22e5-49a...</a><p>Independent Researcher (Remote):
<a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;3d70d032-22a3-435a-8032-1551f17f650e?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;3d70d032-22a3-435...</a><p>Infrastructure Engineer (Remote or SF, Full-time):
<a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;e66a55a3-a117-406c-9b07-8ba055047cea?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;e66a55a3-a117-406...</a><p>Open Source Tech Lead (SF, Full-time):
<a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;9768bb0b-29c6-4188-a4b0-b741f4f92f75?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;9768bb0b-29c6-418...</a><p>Senior Software Engineer (Remote or SF, Full-time):
<a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;38a93a78-fb8d-4614-bb12-b6277a7f874e?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;38a93a78-fb8d-461...</a><p>Theory Engineer:
<a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;63499488-91b1-4154-956e-26551d7ac500?lever-origin=applied&amp;lever-source%5B%5D=Y%20Combinator"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;generallyintelligent&#x2F;63499488-91b1-415...</a>"
33346981,Ivy (YC W23) are hiring engineers to help unify ML,https://www.ycombinator.com/companies/ivy/jobs,
33342580,Enso (YC S21) Is Hiring a Libraries Developer,https://www.ycombinator.com/companies/enso/jobs/9jKZoEM-senior-library-developer,
33327145,Stacker (YC S20) B2B No-Code Platform Is Hiring Product Engineers,https://apply.workable.com/stackerhq/j/B4A997C78C/,
33292990,Fractional (YC W21) Is Hiring an iOS Lead,https://www.ycombinator.com/companies/fractional/jobs/CAbyds4-ios-lead,
33290355,Replit (YC W18) is hiring engineers to make programming more accessible,https://replit.com/careers,
33282883,Hightouch (YC S19) Is Hiring an Engineering Manager,https://boards.greenhouse.io/hightouch/jobs/4580317004,
33273347,Senior Solidity Developer at Jasmine Energy (YC S22),https://www.ycombinator.com/companies/jasmine/jobs/AZ807Dr-senior-solidity-developer-at-jasmine-energy-yc-s22,
33272117,Demodesk is hiring a product engineer in EU time zones,https://demodesk.com/careers,
33262760,Community Phone Is Hiring Engineers to Make VoIP Simple and Reliable,https://www.ycombinator.com/companies/community-phone-company/jobs/ENwCu0g-senior-backend-engineer,
33253884,Bottomless (YC W19) is hiring a lead designer (anywhere),https://forms.gle/PEbQ7cXAfFc7bpXs9,
33250508,"Firezone (YC W22) is hiring a founding engineer (Elixir, Rust)",https://www.ycombinator.com/companies/firezone/jobs/y97q8A0-founding-engineer,
33206116,Ciro (YC S22) is hiring founding engineers to build an SMB search engine,https://www.ycombinator.com/companies/ciro/jobs,
33179800,DevCycle (YC W14) – Feature Flags w/ a built-in Edge Database – Is Hiring Devs,https://devcycle.com/company/careers,
33175691,Ribbon Health (YC S17) engineers improve the status quo of healthcare,https://www.ribbonhealth.com/blog/is-health-tech-the-next-big-industry-for-senior-software-engineer-opportunities/,
33166928,MutableAI (YC W22) Is Hiring a Founding Engineer to Build an AI First Dev Platform,https://www.ycombinator.com/companies/mutableai/jobs/qnjnCR3-founding-full-stack-software-engineer,
33162296,Reflect (YC S20) is hiring a software engineer,https://www.ycombinator.com/companies/reflect/jobs/Bdo0cAY-software-engineer,
33153816,ReadMe (YC W15) is hiring a product manager who loves APIs,https://readme.com/careers#product-lead,
33133952,Craniometrix (YC W22) Is Hiring,https://www.ycombinator.com/companies/craniometrix/jobs/rBiXA3r-founding-full-stack-eng,
33130402,Ashby (YC W19) Is Hiring Engineers to Take Ideas from Research to Implementation,https://www.ashbyhq.com/careers?utm_source=hn,
33123988,UPchieve (YC W21) is hiring a tech lead and senior engineers,https://upchieve.welcomekit.co/,
33050075,Padlet (YC W13) Is Hiring in SF to Build Software for a Good Education,https://padlet.jobs,
33045947,"The Muse (YC W12) Is Hiring a Finance, Ops and M&A Associate",https://www.themuse.com/jobs/themuse/finance-and-operations-associate,
33040728,"AirMyne (YC W22) is hiring a chemical engineer in Berkeley, CA",https://www.ycombinator.com/companies/airmyne/jobs/4F7mJr4-chemical-engineer,
33031858,Iollo (YC S22) is hiring a founding full-stack engineer,https://www.ycombinator.com/companies/iollo/jobs/ql9YHtG-full-stack-engineer,
33013193,Smarking (YC W15) is hiring a product lead to digitize the parking industry,https://jobs.lever.co/smarking/3e6e8c04-8aaa-48f5-86e5-70386f857c55,
33010297,Metriport (YC S22) Is Hiring,https://www.ycombinator.com/companies/metriport/jobs/2kddvih-founding-software-engineer,
32998016,Porter (YC S20) Is Hiring,https://www.workatastartup.com/companies/porter,
32995076,"AiSupervision (YC W22) is hiring an intern (remote, start)",https://www.aisupervision.com/careers/intern,
32964485,SafeBeat Rx (YC S21) Is Hiring,https://www.ycombinator.com/companies/safebeat-rx/jobs/1w9mM9v-research-scientist-post-doctoral-position,
32944570,New Story (YC S15) Is Hiring a Controller,https://newstorycharity.org/careers/,
32938880,"Wasp (YC W21) is hiring eng to work on DSL for making web apps (compiler, webdev)",,"Wasp-lang (<a href=""https:&#x2F;&#x2F;wasp-lang.dev&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;wasp-lang.dev&#x2F;</a>) | Founding Engineer | Full-Time | Remote [GMT - 5, GMT + 3]<p>At Wasp, we are building a compiled, stack-agnostic DSL for implementing full stack web-apps, that interops with the existing stack (React &amp; Node.js currently). Imagine Ruby on Rails as a language and not bound to the specific stack or architecture. The compiler is implemented in Haskell.<p>Our team is remote, with engineers currently located both in US and Croatia.<p>Job link with more details: <a href=""https:&#x2F;&#x2F;www.notion.so&#x2F;wasp-lang&#x2F;Founding-Engineer-at-Wasp-88a73838f7f04ab3aee1f8e1c1bee6dd"" rel=""nofollow"">https:&#x2F;&#x2F;www.notion.so&#x2F;wasp-lang&#x2F;Founding-Engineer-at-Wasp-88...</a><p>If this sounds interesting, please reach out founders [at] wasp-lang [dot] com."
32919779,Etleap (YC W13) Is Hiring Software Engineer – London,https://etleap.com/careers/software-engineer/,
32862998,Diversion (YC S22) Is Hiring,https://www.ycombinator.com/companies/diversion/jobs,
32858405,TaxProper (YC S19) Is Hiring Engineers and Operations,,"Operations: 
<a href=""https:&#x2F;&#x2F;www.notion.so&#x2F;taxproper&#x2F;TaxProper-is-Hiring-Property-Tax-Operations-781f129af8924b9096a28cb4960bea8d"" rel=""nofollow"">https:&#x2F;&#x2F;www.notion.so&#x2F;taxproper&#x2F;TaxProper-is-Hiring-Property...</a><p>Software Engineers: <a href=""https:&#x2F;&#x2F;www.notion.so&#x2F;taxproper&#x2F;TaxProper-is-Hiring-Software-Engineer-c38437f2d0404380a6c5c9dd790c7624"" rel=""nofollow"">https:&#x2F;&#x2F;www.notion.so&#x2F;taxproper&#x2F;TaxProper-is-Hiring-Software...</a>"
32834105,Tab (YC W15) Is Hiring a Full Stack Developer in London,https://tab.recruitee.com/o/full-stack-developer-3,
